,0,1,2,3
476,40380164,4cfb2c90c51fa1cdb186e52b,,
477,40380182,4b58d8e8f964a520746e28e3,,
478,40380253,4b3789f3f964a520f34125e3,Cubano burger ftw!,1301667155.0
479,40380422,4b16fb1bf964a52077c023e3,Definitely not the best pizza in the world but the grandma slice is fantastic,1316284511.0
480,40380432,3fd66200f964a520d9ea1ee3,"with me and a feigz here , shit gets real. real fast .",1303613080.0
481,40380457,4a746f9bf964a52023de1fe3,Perfect place to eat at after you leave your coat in the car traveling from NJ and Long Island. I like to make it even better by brining three screaming girls.,1362272132.0
482,40380464,41478600f964a520c41c1fe3,Get the super dragon roll. Miso soup and sashimi salad.,1323389597.0
483,40380517,3fd66200f964a52046e81ee3,"A plate of sturgeon, scrambled eggs, and onions is a classic breakfast that tastes like heaven. What completes the experience? Your gruff, constantly kibitzing waiter.",1364528934.0
484,40380518,52a93c4311d26915f866bf68,"The perfect spot for caviar and a French-Russian fusion cuisine. For our appetizer we ordered the foie gras, which was hard to share, and for our entre we loved the lobster risotto.",1406225322.0
485,40380520,4bad49a0f964a52041423be3,Try the veggie Kabob!,1320802854.0
486,40380559,4ba02a6cf964a520de5e37e3,Hotel actualmente en remodelacion.  No tienen servicio de alimentos y bebidas temporalmente.  Excelente ubicación y a la vez muy silencioso. Estará listo de su metamorfosis muy pronto.  Recomendable!,1370946486.0
487,40380592,3fd66200f964a52064eb1ee3,Great karaoke crowd and an eclectic collection of nautical knick-knacks,1407974811.0
488,40380628,4bd33c46b221c9b63f37d9d0,"Be carefull there was a rusty screw in the garlic bread, assholes didnt do a thing!",1317243186.0
489,40380648,4afe06a9f964a520302d22e3,Great service. The salmon was awesome.,1277082250.0
490,40380657,4a5c00caf964a5201fbc1fe3,Excellent fresh oysters !,1372879602.0
491,40380660,3fd66200f964a52042eb1ee3,"Def have to try ""The Squirrel""",1334020122.0
492,40380826,4bdb10243904a593088e489e,"Try the Bomber Panini, it's my favorite at the deli. Also 'the chef's special' section always has good, healthy food.",1316368625.0
493,40380996,4a3332f3f964a520139b1fe3,Convenience pizza. Will prevent you from starving. Hooray for not starving!,1348190887.0
494,40381083,4ad5279ef964a520280221e3,House is the best bouncer around...don't test him...he will break you! Lol.,1371616431.0
495,40381210,4ada296ff964a5205a1f21e3,Great lamb shanks!,1302393478.0
496,40381295,4a888314f964a520b70620e3,No corking fee bring your own wine.,1277478321.0
497,40381344,4aaa8febf964a5206b5620e3,Chicken bacon onion 4eva!,1299461378.0
498,40381551,49f3261bf964a520696a1fe3,"If you're bold enough to order the lumberjack, be ready to eat for awhile before you finish. Also, the breakfast sausages are the way to go.",1414957074.0
499,40381595,4b2042fff964a5208f2f24e3,Shells ala nat,1328840250.0
500,40381720,537822d3498edcf629cebd3d,"Miss Lily's, fills the gap with Caribbean fare. The menu ranges from a burger to coconut pancakes, and of course jerk chicken.",1409343330.0
501,40381752,3fd66200f964a520dee91ee3,Doing a bit of day drinking? A Bloody Mary made with BULLDOG is right up your alley.,1336319896.0
502,40381797,42a4e380f964a520f7241fe3,Tableside guacamole is a must!!!!,1286410470.0
503,40381811,4c140b2d7f7f2d7f463de068,First time here and I ordered the beacon cheddar burger...One word....Awesome!!!!,1311357641.0
504,40381896,4e4d18e8bd413c4cc66ea360,,
505,40382052,4ac0a2b8f964a520569420e3,"The park has trails, a bike path, public golf course, & model airplane flying. The LaTourette mansion is on the National Register of Historic Places and serves as the golf course club house.",1357679328.0
506,40382057,4a9fc5cdf964a5204a3d20e3,Get out on the course early or later in the afternoon,1280072916.0
507,40382147,4a3d0bf4f964a520c0a11fe3,Must try that roti!,1278965979.0
508,40382246,4e7d330f61af36e8777c8fd0,,
509,40382302,3fd66200f964a52068eb1ee3,$4 happy hr,1366676400.0
510,40382367,3fd66200f964a5201fe51ee3,Nice but the ladies room is not very clean,1389419010.0
511,40382395,3fd66200f964a52080e81ee3,Mondays are the way to go! Three dollar drinks!,1319437991.0
512,40382421,4c5047398edf0f47c6d6feae,Better to grab your food and go. Too much of a high school hangout spot,1306238288.0
513,40382455,43598100f964a520fa281fe3,"See Avi Wisnia perform for free, for the LAST TIME THIS DECADE!",1259869045.0
514,40382517,4d31b9da329e5481626ba91d,"Still open , old school !",1359669838.0
515,40382652,4be8da9b947820a17c72b5db,Had their Beef Pattie with Cheese amazing!,1273639887.0
516,40382679,4afb479af964a520951c22e3,"Strong water pressure in the shower. Small ballroom. Great staff, very helpful and on their toes all the time. This is a hotel for power figures visiting NYC.",1331411577.0
517,40382802,4ac682f7f964a520c0b420e3,best corned beef hash for brunch,1324757389.0
518,40382876,4bd9e2972a3a0f47edb6a8b6,,
519,40382877,4b5f371cf964a520d3ad29e3,Terrible food. Would never reccomend this place to anyone for any reason,1329927766.0
520,40382900,4e4d0450bd413c4cc66e0442,,
521,40383003,4b566539f964a520970e28e3,"the basic bar. The wings are awesome! And the menu is pretty good.  If you have kids, this place is good for weekend lunch - if they are going to be noisy or rowdy what better place then a bar",1270772717.0
522,40383009,4b33f399f964a520b72225e3,Awful!!!!!,1350843483.0
523,40383033,4a4beadcf964a520e0ac1fe3,"Great burgers, great  staff!",1313207691.0
524,40383040,3fd66200f964a5205dea1ee3,Asain salad was  amazing!,1394336895.0
525,40383044,4a188c55f964a520c7791fe3,A mais quente e a mais saborosa.,1382052159.0
526,40383067,4a99b2b5f964a520e42f20e3,"Go on a nice day, get the mud and sit upstairs on the roof deck.",1361733135.0
527,40383090,3fd66200f964a52014e71ee3,Split a margerita pitcher and you'll feel happy and fiiiiine.,1278472532.0
528,40383147,4bd23c50caff95215f71d2f0,Very slow service... it's been a lil over an hour and still counting.  Oy vey!,1376786459.0
529,40383151,4b6236b2f964a520993c2ae3,The whole Snapper special or fillet is good stuff.,1264826393.0
530,40383262,4cf1d4171c158cfa42f6d3b5,We enjoyed our warm seafood salad in the quiet and relaxed ambiance. The wait staff was extremely gracious.,1312492167.0
531,40383281,49f6ee4bf964a520626c1fe3,Just found out last night that Gaby's makes some pretty freakin awesome cannolli's! :),1290961549.0
532,40383284,4b782843f964a520e7b82ee3,Killer breakfast wraps and sandwiches cooked in front of you by the main man Mario.,1366065651.0
533,40383354,3fd66200f964a520fee61ee3,Delicious farmer's breakfast. Cash only at brunch though :(,1265478522.0
534,40383464,3fd66200f964a52066e31ee3,the sea bass with iberico ham broth is divine.,1253908869.0
535,40383496,4fe6571ce4b0b484a4996c52,Less strip than club. Also less club. Does not sell donuts but has wine and a dog called Adam. Or Bella.,1376701425.0
536,40383506,52e7e626498e9bdd9b1a3872,,
537,40383511,3fd66200f964a520ddea1ee3,The music starts at 9:30.,1389201793.0
538,40383609,4b22f935f964a5205a5124e3,"Nyam,,,,nyammm,,",1335412244.0
539,40383737,4b22e2a3f964a5207c4f24e3,Guy won chopped.  He is god.,1371500869.0
540,40383763,4b7d51f3f964a52013b82fe3,Chocolate  genâche  cake was ok- not spetacular. Iced coffee was on the weak side. Didn't like the smell of cleaning products eventhough they weren't closing yet. May go… (2 of 4 petals via Fondu),1338690452.0
541,40383799,4ab7927bf964a5201f7a20e3,"The burgers are hit and miss - sometimes really bland, sometimes really great. A good go-to though!",1372533256.0
542,40383819,4d4e54988af6721e51790f88,"Tip Bridget & Tina well, they work really hard",1319866366.0
543,40383825,3fd66200f964a52015eb1ee3,Food is good. Service is slower than a special ed turtle.,1385436706.0
544,40383836,4b8c0b4af964a52077ba32e3,Pepperoni Sicilian slice is on point,1267469352.0
545,40383931,41196180f964a520080c1fe3,Get a table!,1324096334.0
546,40383945,4c61dddcec94a593bd0228ca,Not even close myfriend,1324106215.0
547,40384036,4c5047398edf0f47c6d6feae,Better to grab your food and go. Too much of a high school hangout spot,1306238288.0
548,40384100,4ab43f2df964a5208c7020e3,Saturday they have a wonderful loaf with jelly for all customers. Delish!!,1373917879.0
549,40384115,4bc10798abf495211067c093,"Stick with the plain & pepperoni slices. The special slices are overloaded, IMO.",1298165248.0
550,40384188,44c0ed2df964a520b1351fe3,This is the weirdest olive garden I've ever been in.,1375578705.0
551,40384222,4b31275cf964a520450125e3,"Expensive beer ($8 drafts)  but what do you expect for midtown?  Nice staff, quick service.",1378947144.0
552,40384323,4c02de8839d476b099502fa7,Cheeseburger deluxe are good to go!,1292027765.0
553,40384340,3fd66200f964a520a8e91ee3,Gramercy prices for Cobble Hill quality.,1408638107.0
554,40384421,4b7b37b9f964a520a4582fe3,"Frankie and Johnnie's269 W 45th St, New York, NY 10036(212) 997-9494",1324236483.0
555,40384441,4b78868df964a52045d42ee3,I love this place. The food is excellent and so is the service. I've been comming here for over 10 years. I feel like I'm part of the family.,1310166845.0
556,40384458,4c5c4bb16ebe2d7f52a7cf2e,Best pizza in Corona Queens!,1331325502.0
557,40384479,4bd77eb035aad13a95168ff3,Please avoid!! Waited over 40 minutes for below mediocre food. Worst part is they offered no apology for the delay.,1294542683.0
558,40384486,4c87955356e037047f69b3a3,Coffee here is like a little taste of heaven....,1319901633.0
559,40384507,4d713f49783f8cfae895e4d6,"Every time I've been here, some nutty but harmless person strikes up a conversation with my friend and me. Never disappoints.",1337207209.0
560,40384525,4b115bd7f964a520de7a23e3,Delicious! A must-do for all!,1372204915.0
561,40384528,3fd66200f964a520b8ea1ee3,the borscht.  just do it,1261288428.0
562,40384575,4b770e13f964a5209f782ee3,This is fake,1292264867.0
563,40384662,4bd8da12e914a59300db54fa,"It has become a haven for the lunatics, junkies and drunks on kings highway...",1391778007.0
564,40384671,3fd66200f964a5208de91ee3,I love this place so much I wish I could live here!!,1313796152.0
565,40384756,4b71d66ff964a520515f2de3,Terrific service... reasonable nyc prices.,1277594509.0
566,40384757,4b2c6462f964a52097c624e3,Spicy Scallop Roll will be big in 2012. /cc @cheneypredicts (4 of 4 petals via Fondu),1324047621.0
567,40384820,4e40602c6284809c9f33dfd7,Reaper Crew took over.,1385186554.0
568,40384920,4bcba503fb84c9b6ac551f3e,"Best Greek Pastries in New York, If you don't have a sweet tooth you have try the Spanakopita (Spinach Pie) It's Phenominal!!!",1304543411.0
569,40384961,4be4bdf9477d9c74a598e62d,"Love love love the fried calamari, penne a la vodka, & yummy crab cakes! Just about everything out of the kitchen is delish!",1314405901.0
570,40385000,4a43d503f964a520daa61fe3,Probably the best cup of hot chocolate I've ever had,1384110777.0
571,40385051,3fd66200f964a5203bf11ee3,All burgers are available with veggie patties. The greasy stench is a bit much for my taste.,1321643082.0
572,40385057,4a9892a0f964a520be2c20e3,Open late. Price is cheap. Good place to hangout. Try the cafe brownie,1284598646.0
573,40385065,4bbe67a498f495217535d163,Hands down best food on Staten island. No other restaurant can touch this place,1374623409.0
574,40385157,40cf8d80f964a5202f011fe3,We've got scallops on the menu tonight! Try 'em before you leave town for the long weekend.,1309385295.0
575,40385231,4ae351a0f964a5205b9321e3,"Beautiful large new shop, same amazing pastries!!",1307904414.0
576,40385461,3fd66200f964a52067e41ee3,Nice music and hood earl grey! Also try east village hookah (w honey and coffee),1317516750.0
577,40385515,4c7d4123d461a14322997cf5,,
578,40385543,4c718b4b13228cfa83d22865,,
579,40385555,4459f9bff964a520e1321fe3,Nice rooftop w/ palm trees and a GREAT view of the empire state building but on busy nights w/o a reservation it's impossibly annoying to get in... There are better places worth that long of a wait,1315975003.0
580,40385575,4b302e54f964a52066f724e3,The food here is amazing. The fish is always fresh and the Pasta is homemade. I love the Fettucine al Salmone (fettucine with salmon) and the choclate mouse is awesome!,1262216869.0
581,40385580,4aaadef2f964a520c95720e3,Napoleón its a must!!,1264909645.0
582,40385584,4bd3afcd462cb713701fdf07,"the rice ball is fantastic, service is great, definitely a must and recommended.",1304239883.0
583,40385587,4a862614f964a520960020e3,crab cakes and spinach is awesome,1260311025.0
584,40385606,4a384d8ff964a520e29e1fe3,The omakase with sushi chef Koshiba San was fantastic!,1409364105.0
585,40385680,4c42859ad7fad13a165f09da,This place need a upgrade ASAP!,1347838224.0
586,40385767,4a5a0de8f964a520aab91fe3,create your dream omelette and they shall,1407582939.0
587,40385816,4b20379df964a520d92e24e3,Everything is so delicious here! The seafood pasta is a must!,1288311140.0
588,40385852,4b887dcbf964a520e0fb31e3,Best food in NYC,1315691689.0
589,40385885,4bd3644da8b3a593abe3695f,Try the 20oz prime rib medium cooked....amazing!,1345916994.0
590,40385955,4b8c6d1bf964a5203dd032e3,"great pizza, huge slices for real cheap. a go to spot",1300382005.0
591,40385974,4f32927d19836c91c7e4e1a9,,
592,40386001,422b9980f964a520d81f1fe3,"Beef medallions were really good, should def order an appetizer with it.",1377564499.0
593,40386058,4b747a21f964a520e6de2de3,There isn't two arirangs.,1295996020.0
594,40386062,4b671c58f964a520503b2be3,Alittle more professionalism wouldn't hurt this place,1301250822.0
595,40386067,4bb65d86f562ef3b180b3097,Stephanie is actual mayor... Jessica is stephanies stalker....,1295786249.0
596,40386069,4b3cb24df964a5203b8625e3,"After doing some exercise in Levien Gymnasium, I decided to have a snack in Doral Donut House..It's unbelievable, the food are very special..I love it!!",1294738468.0
597,40386102,4b2ad719f964a5209fb024e3,Best Middle Eastern in Bay Ridge. And that's saying a lot.,1334277046.0
598,40386147,51d8e393498eee1e76372dba,Tons of TV's to watch what ever sport is going on,1378089827.0
599,40386278,4f32a08319836c91c7ea2706,,
600,40386287,3fd66200f964a520b9e61ee3,It's such a dive but really unexpectedly cool people go here to sing karaoke.,1407473723.0
601,40386303,4a5a05dff964a520a6b91fe3,"Yech, chicken cutlets are not made to order. I asked for no cheese and it was clear they peeled cheese off one that was already cooked. #remnants",1358722915.0
602,40386340,4c0d1c8f63c3ef3bcaf1a693,Roasted Vegetable Ravioli - Love it!,1394045814.0
603,40386425,4e4cdf62bd413c4cc66cd9cc,,
604,40386428,4d80d982208a5481842b7c67,,
605,40386481,3fd66200f964a5208ee91ee3,1 of my fav places to go! i alwayz order the crab cakes & mango mojitos,1283276966.0
606,40386508,5221160411d2ebf3bd9bc0a2,,
607,40386515,4ac57fb5f964a5203ab220e3,Great bread and cheese though slacking on the sauce. Pretty good overall.,1307157178.0
608,40386528,4bc8ea7268f976b0654a5c83,Best french onion soup ever!,1319734141.0
609,40386554,4a61fcebf964a520c8c21fe3,Tina is here almost all the time.  Say Hi!,1307273546.0
610,40386556,4bf82d4e4a67c928beef24cf,Best sweet potato fries I've ever tasted!!,1360979948.0
611,40386569,49d36b28f964a520f55b1fe3,"Ed Levine wrote that Sal served slices that were ""more workmanlike and less idiosyncratic than Di Fara, but no less artful and satisfying."" One of the best places for a slice on the Upper West Side.",1395089674.0
612,40386585,3fd66200f964a520a6ea1ee3,"Get the Peking Duck Burrito thing, Seriously friggin good",1262693927.0
613,40386612,4b376138f964a520c24025e3,The ranch powder is kinda weird,1368669148.0
614,40386616,4a10ec79f964a52009771fe3,For me its all about the sauce... its good pizza!!  Enjoy!,1323386605.0
615,40386619,45d3258cf964a520ba421fe3,"The octopus is not to be missed, caviar mousse and whole grilled Bronzino, head tail n all!",1392262272.0
616,40386646,4b7ada49f964a52007412fe3,,
617,40386672,4bbf1a10006dc9b6eb00fc3f,Awesome soup anytime of the day. Beware of their fried foods though...so much GREASE!!,1270815356.0
618,40386675,4bdcbf32afe8c9b6ddd85085,My favorite place in the neighborhood. Fantastic little outdoor seating place. Friendly employees and great veggie burger and brunch!,1348426574.0
619,40386722,47e100b9f964a520414e1fe3,"Visit  their mobile oven in Madison Square Park. The gooey, elastic cheese stretching from the oven-fresh Neapolitan slice with have you begging for more!",1288375041.0
620,40386747,4b2c3636f964a520ddc324e3,"This place cracks me up. Waiters pretenting to be Italians (and doing a great job at it), old world atmosphere, etc. But it makes me smile every time, so I come back every time! (besides it's the only",1256665543.0
621,40386793,4d80d982208a5481842b7c67,,
622,40386837,4c5cd0ca9b28d13af9175870,"Slow service, cashiers are rude!! Over all Nast burgers",1293099256.0
623,40386927,4a15cd5bf964a520cf781fe3,Great brunch deal for 2. $13/person includes a half pitcher to share.,1325958720.0
624,40386970,40fc6080f964a520100b1fe3,get bracelet,1256944061.0
625,40386976,4a5a1de7f964a520bcb91fe3,Food is delish n the margaritas hit the spot!!!,1321323102.0
626,40386999,3fd66200f964a520a0e91ee3,"Get the homemade Rollatini. And they will accept credit cards upon request, they just don't advertise it.",1313238665.0
627,40387027,4b141ce1f964a520869d23e3,"Amazing food, decent prices. Family oriented. They offer a variety of Latin American dishes in two sizes, single and family. (2 of 4 petals via Fondu)",1331143639.0
628,40387086,4b3ebd06f964a5209aa125e3,Mozzarella cheese salad and fillet of sole are good!,1347836147.0
629,40387143,4b21c961f964a520674124e3,great to eat after a night of drinking!,1339698671.0
630,40387162,4a8c84daf964a520530e20e3,Ask and you shall receive. They do bend over backwards for you :),1320550015.0
631,40387178,4c3d6ba2933b0f47326ae521,Go get the Sweet Potato Fries !!!,1298078124.0
632,40387201,4262f880f964a52025211fe3,Avoid the catfish sandwich. I found the portion to be small and the bread rather plain.,1306199593.0
633,40387237,3fd66200f964a52077e51ee3,Great drinks and ambiance! Love the mini cornbread muffins while we wait for our meal :),1321472248.0
634,40387243,4b8a719df964a520016d32e3,52 violations by the department of health yummy not,1322964624.0
635,40387277,42a39200f964a520e6241fe3,Every. Beer. Ever. Awesome.,1267402930.0
636,40387324,4c81777ed92ea093f7634172,Superior wedge salad,1399680968.0
637,40387339,4e4d18e8bd413c4cc66ea360,,
638,40387357,3fd66200f964a52048e81ee3,Hot chocolate w/ marshmallow is so Gooddddd !!!,1298062088.0
639,40387399,4b4429abf964a52037f225e3,The bacon cheeseburger is to die for,1298166882.0
640,40387428,4c857fa5d4e23704939a8388,,
641,40387477,4bb692672ea19521a6ecab2f,Clams Casino is the best I've ever had.  A must try!,1317600562.0
642,40387528,4ddaa9ccd1647fcf3e96c5c8,"They have great gyros, but it's heavy on the tzatziki sauce. Proceed with caution.",1345742622.0
643,40387549,4b04ba72f964a520605622e3,The pints are 20 oz and range from $3.50 (Bud) to $5 (Guiness).,1258601300.0
644,40387746,4c8544c647cc224b6d8b9f9f,Amazing food! Only two beers on tap (Coors Light & Budweiser) but served in a frosted glass makes for a great experience. Customer service is Sublime!,1402986152.0
645,40387754,41b3a100f964a520721e1fe3,Good for business meetings.,1411553910.0
646,40387825,4b43f4baf964a520f8ee25e3,The food here is fucking great!!!,1295550586.0
647,40387861,43d9af53f964a520702e1fe3,Тут дохренища пенсионеров. Непонятно почему.,1391898230.0
648,40387876,4a06120df964a520b4721fe3,Service is terrible - we waited 45 minutes then left,1304185808.0
649,40387890,4addf7f9f964a520db6621e3,"The correct spelling of the restaurant's name is Tre Giovani (one N in Giovani, not two).",1270214491.0
650,40387907,4c5d84496ebe2d7f97f9d22e,"Try the caldo gallego, or the steak churrasco special on fridays",1285958534.0
651,40387986,4b212aaaf964a520993724e3,"The irish coffee may have weak coffee, but has strong whiskey.",1254869335.0
652,40387990,4e4d33f7bd413c4cc66f6139,,
653,40388016,4b9b002df964a520adea35e3,The mayor here is a fatty,1316994503.0
654,40388091,4e7384b7fa76812398e4295b,Agree-get the veggie combo!,1273522260.0
655,40388134,4d05475ddc45a093177feec6,,
656,40388194,3fd66200f964a52005e71ee3,"Since you're here be sure to log on and check out www.urbanmusic.fm for the best in music, culture, leisure & style!",1333504609.0
657,40388214,4ad914d4f964a520ec1721e3,"Love this place, so romantic, and really good food too",1271367693.0
658,40388218,3fd66200f964a52021ea1ee3,"Make sure to pick the burger, it's sublime and just how you want it to be.",1327343351.0
659,40388225,3fd66200f964a5209be71ee3,go there when Jeff is working and you will have fun,1270133068.0
660,40388253,4cffdd0d1ebe6dcb01ed8391,,
661,40388260,4b5b86c6f964a520cc0429e3,Pizza was delicious,1392589527.0
662,40388269,4b8c3a90f964a52061c532e3,Closest location to Connecticut.,1305642253.0
663,40388270,4c81777ed92ea093f7634172,Superior wedge salad,1399680968.0
664,40388281,3fd66200f964a5206ee91ee3,Vegan and delicious. . .,1267064994.0
665,40388321,3fd66200f964a520e9e61ee3,Happy Hour finishes at 6pm.  Whoever heard of such a thing!?  Give people time to make it here after work.,1300473480.0
666,40388386,4d71481169356ea8287a5ed9,Roast pork and roast duck over pork fried rice.. The best,1322077181.0
667,40388392,4f3291c619836c91c7e49e01,,
668,40388419,3fd66200f964a5207be81ee3,"Its not italian, its albanian...bleh",1307074049.0
669,40388457,4f5e34bbe4b05cfda728bec4,The hot roast beef sandwich is their staple. Good quality mozzarella. Skip the prosciutto - borderline inedible.,1338660640.0
670,40388462,4c1d717b8b3aa59363a99a5f,The food is great!!!,1312147343.0
671,40388571,4c9788e158d4b60cb7074429,Why no beer?,1365694218.0
672,40388578,3fd66200f964a5205ce81ee3,Don't try the banana bread beer..,1348979584.0
673,40388639,4c5ce21185a1e21e4a265811,Awesome lunch special: 2 regular slices and a small soda for $4!,1311182848.0
674,40388640,49e3f48af964a520ef621fe3,"The bus gets in late on fridays... Kinda obvious, but true. Barnes and noble around the corner on 5th",1321052444.0
675,40388668,54385dbb498e11e3772d9df2,,
676,40388672,4a8b12c1f964a5205f0b20e3,"This place was amazing for a late lunch. Got a wrap and it was huge and amazing. The fries are crispy and delicious. Big portions, slightly over-priced. Overall solid lunch.",1313175638.0
677,40388703,4b8cca53f964a52032dd32e3,"Never ever go here! I waited 25 minutes in the drive through with only 2 cars ahead of me. Cashier was rude, food was not great.",1290992480.0
678,40388730,4b64cc84f964a52001d12ae3,Live music every Tuesday night. Kind of perfect ambiance.,1363741606.0
679,40388747,4c81777ed92ea093f7634172,Superior wedge salad,1399680968.0
680,40388775,4a5a7f1cf964a5206fba1fe3,,
681,40388784,3fd66200f964a520f6e41ee3,Karaoke upstairs Mondays at 10!!!,1374557718.0
682,40388787,4aeb7568f964a52043c221e3,Quiet and accommodating. Fabulous service and better food! Try the carpaccio it's to die for! If you don't trust my word believe me cause it's woody allens favorite haunt! He lives around the corner,1287544226.0
683,40388808,43655e80f964a52062291fe3,Good for the price!,1375036101.0
684,40388818,49c2ede7f964a52044561fe3,Crispy Shrimpy!,1356050350.0
685,40388823,4b0f1505f964a520f45e23e3,Great restaurant for special occasions,1273490839.0
686,40388828,49c39ed6f964a52066561fe3,Go before 5 and the meal for 2 is a bargain. Use the cash you save for a Texas size drink. Well worth it. You may get meat sweats after eating so much food.,1339735037.0
687,40388863,4b6f80fcf964a52058f32ce3,this place blows.  there were bones in my Sea Bass and the mussels got me sick.,1282501979.0
688,40388901,45ab788ef964a52043411fe3,Don't come in a hurry.,1358902166.0
689,40388917,4aef35d7f964a52099d621e3,Worst coffee in NYC get coffee somewhere else.,1338812061.0
690,40388935,3fd66200f964a5203de41ee3,Careful cuz you gon get drunk,1384219020.0
691,40388936,53349e8b11d22642b030d25f,"No wifi, no outlets. Food Ok.",1396132547.0
692,40389011,4c6c9cf91fb2a143d829fce6,Chicken salad is awesome!!,1383351176.0
693,40389019,3fd66200f964a52054e51ee3,Vegan nachos todos with a large margarita can't be beat.,1325033809.0
694,40389038,4b46a092f964a520d82526e3,The El panzon will change your life.,1343861718.0
695,40389114,4a823120f964a520d7f81fe3,"Easily the best slice in Manhattan. No frills, really great staff, and most importantly, it's the same every day!",1407899029.0
696,40389115,4470066ff964a52086331fe3,Live jazz on Monday nights. A lot of fun! Check it out.,1273096450.0
697,40389138,4acfdf5bf964a52092d620e3,Great Baked Ziti here!,1294278309.0
698,40389175,51fea102498e2265a50cf92c,,
699,40389243,4bbcf256a0a0c9b668051b0f,Great Northern,1283378503.0
700,40389295,3fd66200f964a52044e91ee3,Bar steak is pretty good,1371169714.0
701,40389308,4e297714483baa86515fdf44,,
702,40389356,415c9e00f964a520501d1fe3,Fried chicken!!!!!!!,1339718274.0
703,40389357,52d9a63f498ed59073d5ee4b,#djHybridHeights rocking those beats boy @CampeonNYC! #NYCNightLife #TacosToGo  Fist pumpin' all night long! Yaaaa...,1414892318.0
704,40389365,4c77efc83badb1f725024a54,Good pizza!,1296419007.0
705,40389455,4f4470e819836ed001941ebe,,
706,40389504,4b591932f964a520727c28e3,Bacon cheeseburger with French fries & a lemonade. Now that's a good lunch.,1391101664.0
707,40389594,4b491198f964a5208f6426e3,"Very small place , cozy for two . Food was good , but the company was better.",1381539828.0
708,40389601,4b097187f964a520591723e3,Gotta love Liz and Tom. Best local bar in town!,1329447738.0
709,40389633,4e4d18e5bd413c4cc66ea34d,,
710,40389701,4add1b9af964a520196421e3,Grandma Slice - best slice in New York City. Period.,1306160189.0
711,40389710,4bb4ea2a0ef1c9b6539af412,"Enchiladas Suizas with a side of the ""green takeout sauce""",1265047110.0
712,40389732,3fd66200f964a52021ee1ee3,Now awful with bus tour crowd keep away,1285113915.0
713,40389807,4b61faa6f964a520af2e2ae3,"Overpriced yogurt that's been marked up 300% from the supermarket, but great egg sandwiches",1277823964.0
714,40389819,4b93e932f964a520365934e3,,
715,40389881,4f32d06019836c91c7fd97e7,,
716,40389900,4ac6257ef964a520f9b220e3,Try the Egg Cream😄,1408222359.0
717,40389903,4ac00013f964a520689320e3,Worth the price.  Reservations needed.,1313545292.0
718,40389907,4f32901019836c91c7e3f836,,
719,40389994,3fd66200f964a5204de61ee3,Vodka and Bianca pizza!,1298079320.0
720,40390046,3fd66200f964a520eee91ee3,Choucroute,1279320186.0
721,40390163,4432ab7cf964a520f8311fe3,Been coming here for 11 years and the steak nachos are still delicious. Order a shark attack and keep the toy!,1292114012.0
722,40390185,4d4656a04e5d3704eec80094,Luchos was actually pretty fun,1361612753.0
723,40390194,3fd66200f964a52074e51ee3,"Get the spicy fries, they're yummy! Avoid chicken tenders at all costs.",1403141719.0
724,40390209,3fd66200f964a52021e31ee3,It's not on the menu but they have a delicious Chicken Masala,1269403963.0
725,40390232,4bafdd63f964a5202f273ce3,Best name ever,1321283273.0
726,40390235,3fd66200f964a52010eb1ee3,One of the least crowded and best bars to watch football at on Sundays...could be my new Sunday home...except the eagles suck & my interest in football is waning #fast,1351455084.0
727,40390241,4bb7ca5b1261d13a83e2e798,the gnocchi was a bit too sweet,1270336138.0
728,40390266,4be363531dd22d7fd19d96bd,Looks beautiful all decorated for Christmas!,1323905510.0
729,40390409,4c1bb36e8b3aa5939aa2975f,The original spot!,1317257637.0
730,40390536,4be74a502468c928505a0243,"Chicken tikka masala was okay, not the greatest. Try Indian Clove or Dosa Garden",1337824833.0
731,40390547,4b0c402af964a520c33923e3,The food is good but way over priced. Much better deli's in the area and much cheaper,1328717757.0
732,40390653,4a71ff01f964a52016da1fe3,Beast chinese in Brooklyn,1347149220.0
733,40390655,4b8bf66af964a520fdb432e3,Great Burgers. Friendly atmosphere and amiable people.,1334105785.0
734,40390696,4a09fdeff964a5207a741fe3,A local favorite with an extensive menu. Order the short ribs or bulgogi.,1407846066.0
735,40390698,4c5a00cd6407d13a02b3b328,"Best pizza place in South Richmond Hill. Their Hero's are HUGE.... In the words of ""The Donald"".",1283299420.0
736,40390729,4be173f2c1732d7f01085c9a,Try the fish and Grits with extra onions,1321812133.0
737,40390742,424c8f00f964a520a4201fe3,"Call ahead to order the roasted chicken (it takes a while) and ask for the mushrooms ""crispy""",1319668908.0
738,40390758,4b5f8c25f964a520d1c029e3,"So nice un the am, Breakfast Is on point",1331646420.0
739,40390781,4b56a1f8f964a520391728e3,"Bacon cheeseburger tasted burnt, like they never clean the grill or something.",1320457028.0
740,40390820,4a233a4bf964a520c57d1fe3,Great bartenders & good  chat;,1304573361.0
741,40390822,3fd66200f964a5206ae41ee3,Worst bartenders in the city.,1312007140.0
742,40390850,4b9bdbd8f964a5201e2e36e3,"Can't wrong at Cafe Luna: Great soups, fish dishes, salads and pasta. Reasonable and adorable staff. <3",1381956714.0
743,40390902,4a62028cf964a520d2c21fe3,"Even busy, service is on point at this fantastic diner.",1401634256.0
744,40390950,4ae4eaebf964a5206a9f21e3,,
745,40390973,4d834846f1e56ea836c25c8a,,
